,매출액(억원),영업이익(억원),당기순이익(억원),영업이익률(%),순이익률(%),ROE(%),부채비율(%),당좌비율(%),유보율(%),EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당율(%),배당성향(%),회사명
2019.12,10884.0,156.0,316.0,1.43,2.9,5.65,59.69,101.09,5536.67,1506.0,5.73,27454.0,0.31,180.0,2.09,11.95,피에이치에이
2020.12,9491.0,143.0,79.0,1.51,0.83,1.36,59.39,118.22,5609.46,377.0,24.3,28525.0,0.32,180.0,1.96,46.64,피에이치에이
2021.12,9276.0,66.0,376.0,0.71,4.05,6.1,48.21,135.94,5943.96,1790.0,5.64,31445.0,0.32,180.0,1.78,9.84,피에이치에이
2022.12(E),9390.0,129.0,258.0,1.37,2.75,3.93,,,,1229.0,4.9,32522.0,0.19,180.0,,,피에이치에이
2019.12,176,8,-27,4.73,-15.30,-9.45,30.99,129.78,223.03,-121,-16.21,1334,1.47,,,-,버킷스튜디오
2020.12,233,4,-51,1.54,-22.06,-11.35,47.57,121.66,232.96,-160,-11.86,1408,1.35,-,-,-,버킷스튜디오
2021.12,264,-21,509,-7.90,192.69,52.30,108.05,35.10,471.95,1213,4.58,2485,2.23,,,-,버킷스튜디오
2022.12(E),,,,,,,,,,,,,,,,,버킷스튜디오
2019.12,71,-5,-76,-6.71,-107.01,223.76,-203.52,10.81,-1587.64,-1259,-5.16,-2609,-2.49,,,-,피엔에이치테크
2020.12,85,-13,-57,-15.69,-66.56,117.77,188.84,74.59,224.48,-843,-15.71,769,17.23,-,-,-,피엔에이치테크
2021.12,241.0,37.0,36.0,15.19,15.1,28.51,76.8,101.99,761.44,407.0,71.82,2119.0,13.78,,,,피엔에이치테크
2022.12(E),,,,,,,,,,,,,,,,,피엔에이치테크
2019.12,325,41,-113,12.68,-34.64,-40.57,27.89,980.72,2136.04,-3106,-9.67,10716,2.80,,,-,아톤
2020.12,290,21,6,7.13,2.16,2.54,16.44,808.43,2339.71,273,96.01,11791,2.22,-,-,-,아톤
2021.12,433.0,91.0,15.0,21.12,3.52,2.5,85.06,103.96,2393.45,285.0,154.46,12225.0,3.6,,,,아톤
2022.12(E),,,,,,,,,,,,,,,,,아톤
2019.12,1341,207,152,15.43,11.36,29.27,109.45,107.03,798.25,1062,9.80,4351,2.39,-,-,-,대한뉴팜
2020.12,1493,246,-101,16.49,-6.78,-16.82,124.06,95.26,747.07,-705,-17.87,4221,2.99,-,-,-,대한뉴팜
2021.12,1666.0,267.0,157.0,16.03,9.42,22.15,91.16,109.07,956.66,1093.0,9.97,5876.0,1.86,80.0,0.73,7.15,대한뉴팜
2022.12(E),,,,,,,,,,,,,,,,,대한뉴팜
2019.12,650,30,40,4.55,6.14,5.59,78.17,72.20,275.90,93,32.19,1642,1.82,-,-,-,SDN
2020.12,800,2,84,0.28,10.45,10.05,114.60,92.75,316.44,176,21.01,1873,1.97,-,-,-,SDN
2021.12,928.0,53.0,-27.0,5.72,-2.91,-3.62,72.83,125.94,303.06,-67.0,-28.44,1831.0,1.05,,,,SDN
2022.12(E),,,,,,,,,,,,,,,,,SDN
2019.12,448,-8,-27,-1.73,-5.97,-8.98,78.61,110.44,271.53,-89,-25.80,941,2.44,-,-,-,모바일어플라이언스
2020.12,416,26,25,6.33,6.10,7.31,83.15,353.16,148.76,83,60.53,1270,3.97,-,-,-,모바일어플라이언스
2021.12,478.0,23.0,25.0,4.8,5.24,5.89,85.29,94.29,164.73,77.0,53.6,1347.0,3.07,,,,모바일어플라이언스
2022.12(E),,,,,,,,,,,,,,,,,모바일어플라이언스
2019.12,1459,-110,-60,-7.53,-4.13,2.26,145.32,42.20,245.48,38,58.83,1745,1.27,-,-,-,광림
2020.12,1612,88,-238,5.49,-14.78,-28.57,159.91,53.04,156.05,-431,-3.89,1282,1.31,-,-,-,광림
2021.12,1884,113,-230,5.99,-12.21,-15.63,113.73,69.66,216.12,-239,-8.40,1593,1.26,,,-,광림
2022.12(E),,,,,,,,,,,,,,,,,광림
2019.12,8,-45,-41,-561.78,-518.30,-20.72,10.02,1328.50,538.25,-247,-17.08,1067,11.76,-,-,-,싸이토젠
2020.12,4,-66,-49,-1591.61,-1181.30,-26.97,54.39,1657.91,534.40,-291,-49.22,1092,39.09,,,-,싸이토젠
2021.12,3.0,-129.0,-109.0,-3697.31,-3125.13,-52.58,141.33,641.85,716.11,-642.0,-32.0,1315.0,46.56,,,,싸이토젠
2022.12(E),,,,,,,,,,,,,,,,,싸이토젠
2019.12,137,-12,-7,-8.72,-4.80,-1.85,17.16,618.26,363.36,-46,-197.73,2477,3.65,,,-,옵티팜
2020.12,130,-35,-24,-26.47,-18.03,-6.78,22.32,446.38,334.68,-163,-93.10,2334,6.51,,,-,옵티팜
2021.12,143.0,-45.0,-31.0,-31.59,-21.6,-9.52,32.99,310.9,294.28,-212.0,-44.47,2122.0,4.44,,,,옵티팜
2022.12(E),,,,,,,,,,,,,,,,,옵티팜
2019.12,2486.0,31.0,12.0,1.23,0.47,0.61,47.64,92.72,1987.5,65.0,68.41,10644.0,0.42,40.0,0.9,61.52,현대에버다임
2020.12,2635.0,29.0,-71.0,1.09,-2.7,-3.81,35.99,94.35,1913.44,-397.0,-10.84,10298.0,0.42,20.0,0.47,-5.02,현대에버다임
2021.12,3179.0,-1.0,-184.0,-0.03,-5.77,-10.52,49.55,81.05,1712.82,-1024.0,-5.08,9267.0,0.56,,,,현대에버다임
2022.12(E),,,,,,,,,,,,,,,,,현대에버다임
2019.12,1621,19,6,1.19,0.34,0.36,26.95,348.22,1326.07,26,208.92,7234,0.75,-,-,-,SBS콘텐츠허브
2020.12,1537,72,78,4.71,5.10,5.10,28.10,199.17,1425.71,366,17.26,7864,0.80,-,-,-,SBS콘텐츠허브
2021.12,1804.0,111.0,149.0,6.14,8.24,9.29,31.24,122.17,1564.71,692.0,12.06,8636.0,0.97,75.0,0.9,9.78,SBS콘텐츠허브
2022.12(E),,,,,,,,,,,,,,,,,SBS콘텐츠허브
2019.12,822,1,1,0.18,0.18,0.38,86.28,129.42,768.50,16,557.30,4325,2.11,-,-,-,알에스오토메이션
2020.12,987,-16,-28,-1.57,-2.84,-7.46,112.74,114.89,702.89,-308,-29.05,3992,2.24,-,-,-,알에스오토메이션
2021.12,1134.0,28.0,25.0,2.47,2.19,6.53,86.02,104.56,782.3,273.0,52.04,4407.0,3.22,,,,알에스오토메이션
2022.12(E),,,,,,,,,,,,,,,,,알에스오토메이션
2019.12,1671,-59,-14,-3.54,-0.84,-1.95,54.07,167.30,741.60,-81,-87.23,4194,1.69,-,-,-,와이엠씨
2020.12,1458.0,106.0,80.0,7.29,5.49,9.1,27.69,237.65,817.12,378.0,23.48,4557.0,1.95,150.0,1.69,37.14,와이엠씨
2021.12,1791.0,140.0,118.0,7.84,6.59,11.74,23.17,254.43,894.12,525.0,13.51,4993.0,1.42,150.0,2.12,26.76,와이엠씨
2022.12(E),,,,,,,,,,,,,,,,,와이엠씨
2019.12,699,40,34,5.67,4.90,6.26,104.35,61.02,1624.64,521,,8611,-,,,-,알피바이오
2020.12,979,42,46,4.25,4.71,7.84,113.72,39.24,1752.11,693,,8918,-,,,-,알피바이오
2021.12,1150,59,38,5.12,3.32,6.05,121.38,39.37,1869.81,557,,9487,-,,,-,알피바이오
2022.12(E),1436.0,142.0,114.0,9.85,7.94,,,,,1587.0,10.36,,,,,,알피바이오
2019.12,199,26,24,13.29,11.84,148.09,195.13,371.79,47.25,550,,736,-,,,-,에이치와이티씨
2020.12,227,43,36,18.90,16.06,,130.33,365.29,151.62,484,,1252,-,,,-,에이치와이티씨
2021.12,357,74,75,20.59,20.92,56.63,112.79,236.58,352.02,994,,2259,-,,,-,에이치와이티씨
2022.12(E),411.0,85.0,84.0,20.68,20.44,,,,,1004.0,12.25,,,,,,에이치와이티씨
2019.12,104,-6,-21,-6.18,-19.98,-9.76,179.47,34.01,1.76,-690,-21.02,6855,2.12,,,-,메디콕스
2020.12,162,-43,-86,-26.77,-53.01,-29.06,123.99,14.42,29.50,-2246,-7.15,7857,2.04,,,-,메디콕스
2021.12,174,-93,-239,-53.56,-137.19,-45.98,54.80,33.23,18.83,-3579,-2.77,6998,1.42,,,-,메디콕스
2022.12(E),,,,,,,,,,,,,,,,,메디콕스
2019.12,1786.0,72.0,36.0,4.05,2.0,7.01,194.86,129.31,802.1,264.0,16.2,4209.0,1.02,150.0,3.5,51.59,희림
2020.12,2039.0,91.0,47.0,4.49,2.32,8.97,185.59,134.64,845.34,353.0,11.07,4448.0,0.88,150.0,3.84,38.57,희림
2021.12,2121.0,83.0,62.0,3.91,2.92,10.63,177.14,139.28,906.94,444.0,15.45,4769.0,1.44,150.0,2.19,30.63,희림
2022.12(E),,,,,,,,,,,,,,,,,희림
2019.12,1680,107,-139,6.38,-8.29,-6.43,48.24,117.48,389.59,-323,-20.13,4749,1.37,,,-,에스맥
2020.12,2163,160,258,7.38,11.92,12.67,24.14,312.04,468.86,634,14.16,5609,1.60,,,-,에스맥
2021.12,1127,-197,-490,-17.48,-43.52,-13.11,28.23,142.46,425.92,-684,-7.22,5106,0.97,-,-,-,에스맥
2022.12(E),,,,,,,,,,,,,,,,,에스맥
2019.12,519.0,-24.0,2.0,-4.62,0.35,0.26,32.6,133.24,1912.83,25.0,865.37,9880.0,2.22,70.0,0.32,271.97,아이쓰리시스템
2020.12,665.0,8.0,30.0,1.16,4.53,4.31,65.45,61.73,1983.27,424.0,50.97,10184.0,2.12,100.0,0.46,23.05,아이쓰리시스템
2021.12,797.0,14.0,34.0,1.77,4.21,4.67,47.01,58.61,2057.65,472.0,41.17,10551.0,1.84,100.0,0.51,20.68,아이쓰리시스템
2022.12(E),,,,,,,,,,,,,,,,,아이쓰리시스템
2019.12,621,57,48,9.23,7.71,64.33,85.08,159.41,992.01,620,,1386,-,,,-,프롬바이오
2020.12,1080,211,-78,19.48,-7.23,-43.11,90.32,106.99,1965.23,-857,,2044,-,,,-,프롬바이오
2021.12,1351.0,114.0,113.0,8.46,8.35,20.88,14.2,436.08,5863.89,904.0,12.06,5964.0,1.83,,,,프롬바이오
2022.12(E),,,,,,,,,,,,,,,,,프롬바이오
2019.12,843.0,27.0,18.0,3.21,2.14,3.51,67.15,67.31,160.72,51.0,27.61,1472.0,0.96,30.0,2.13,58.75,대주산업
2020.12,852.0,45.0,35.0,5.25,4.06,6.59,65.38,89.71,171.63,99.0,22.11,1530.0,1.43,35.0,1.6,35.41,대주산업
2021.12,844.0,26.0,38.0,3.14,4.51,6.45,52.19,63.81,188.31,108.0,17.61,1823.0,1.04,30.0,1.57,27.73,대주산업
2022.12(E),,,,,,,,,,,,,,,,,대주산업
2019.12,2885.0,107.0,102.0,3.72,3.54,9.72,114.96,91.15,1257.69,634.0,7.6,7361.0,0.65,50.0,1.04,7.31,동아화성
2020.12,2618.0,133.0,25.0,5.07,0.95,2.27,110.08,87.38,1271.71,154.0,66.19,7488.0,1.36,120.0,1.18,69.9,동아화성
2021.12,2888.0,161.0,131.0,5.56,4.55,10.93,99.24,89.63,1548.64,830.0,14.57,8655.0,1.4,150.0,1.24,17.67,동아화성
2022.12(E),,,,,,,,,,,,,,,,,동아화성
2019.12,669.0,169.0,100.0,25.29,14.92,10.44,8.63,519.06,2095.18,216.0,14.91,2199.0,1.47,50.0,1.55,22.84,세운메디칼
2020.12,637.0,144.0,108.0,22.59,17.01,10.64,6.05,890.77,2285.38,240.0,26.25,2356.0,2.67,50.0,0.79,20.62,세운메디칼
2021.12,626.0,154.0,128.0,24.59,20.39,11.37,7.6,808.1,2516.37,280.0,14.82,2636.0,1.58,50.0,1.2,17.62,세운메디칼
2022.12(E),,,,,,,,,,,,,,,,,세운메디칼
2019.12,102,-35,-53,-34.30,-52.13,27.68,-135.71,10.15,-577.14,-692,,-2867,-,,,-,오비고
2020.12,121,-10,-39,-8.01,-32.00,36.12,6702.06,101.13,142.71,-509,,25,-,,,-,오비고
2021.12,77.0,-61.0,-59.0,-79.27,-77.41,-43.12,25.9,904.66,580.37,-596.0,-31.86,2414.0,7.87,,,,오비고
2022.12(E),,,,,,,,,,,,,,,,,오비고
2019.12,1172,31,5,2.62,0.44,0.76,57.71,86.14,372.88,15,259.25,2520,1.52,-,-,-,코리아나
2020.12,867,-8,-5,-0.97,-0.62,-0.63,46.55,86.37,373.24,-12,-400.29,2533,1.96,-,-,-,코리아나
2021.12,871.0,34.0,33.0,3.95,3.8,4.1,36.86,127.71,389.96,83.0,47.18,2696.0,1.45,,,,코리아나
2022.12(E),,,,,,,,,,,,,,,,,코리아나
2019.12,394,-21,-107,-5.43,-27.20,-17.44,59.32,282.87,437.14,-485,-24.96,2552,4.74,,,-,키이스트
2020.12,481,17,87,3.47,18.16,22.42,68.33,133.15,549.48,559,20.74,2440,4.75,,,-,키이스트
2021.12,465,10,-2,2.18,-0.51,-0.54,39.26,223.36,686.76,-13,-964.80,2519,5.10,,,-,키이스트
2022.12(E),,,,,,,,,,,,,,,,,키이스트
2019.12,800,-115,-160,-14.40,-19.94,-19.80,145.44,71.97,315.12,-439,-9.86,2076,2.09,-,-,-,이엠코리아
2020.12,768,-32,-24,-4.18,-3.14,-3.04,123.50,55.93,316.39,-65,-90.75,2082,2.83,,,-,이엠코리아
2021.12,980.0,-10.0,-30.0,-0.97,-3.05,-3.48,104.91,76.59,317.28,-71.0,-56.75,2086.0,1.94,,,,이엠코리아
2022.12(E),,,,,,,,,,,,,,,,,이엠코리아
2020.03,116.0,-24.0,-24.0,-20.88,-20.8,-4.26,12.04,,101.26,-45.0,-98.91,1006.0,4.44,30.0,0.67,-66.38,SV인베스트먼트
2021.03,299.0,110.0,89.0,36.84,29.66,15.54,23.91,,127.48,167.0,26.92,1137.0,3.94,50.0,1.11,30.02,SV인베스트먼트
2022.03,315.0,138.0,107.0,43.87,34.0,16.52,13.85,,159.41,201.0,18.4,1297.0,2.85,60.0,1.62,29.83,SV인베스트먼트
2023.03(E),,,,,,,,,,,,,,,,,SV인베스트먼트
2019.12,525,31,-550,5.96,-104.73,-41.23,14.46,194.50,1196.20,-662,-7.35,1312,3.71,,,-,텔콘RF제약
2020.12,331,-21,-420,-6.31,-126.81,-40.25,102.30,39.21,888.81,-478,-12.68,1044,5.81,-,-,-,텔콘RF제약
2021.12,378,-27,-232,-7.24,-61.33,-23.34,57.62,54.99,897.75,-263,-11.12,1067,2.74,,,-,텔콘RF제약
2022.12(E),,,,,,,,,,,,,,,,,텔콘RF제약
2019.12,2252.0,102.0,43.0,4.51,1.9,2.32,97.58,56.39,479.32,61.0,33.25,2645.0,0.76,25.0,1.24,41.15,우리손에프앤지
2020.12,2371.0,322.0,238.0,13.59,10.04,11.27,95.66,85.18,540.98,315.0,6.31,2951.0,0.67,25.0,1.26,7.93,우리손에프앤지
2021.12,2538.0,380.0,285.0,14.96,11.23,12.69,80.99,89.42,617.4,399.0,5.29,3343.0,0.63,50.0,2.36,12.52,우리손에프앤지
2022.12(E),,,,,,,,,,,,,,,,,우리손에프앤지
2019.12,2690.0,116.0,159.0,4.3,5.93,13.75,80.37,206.55,3348.0,2126.0,8.02,17405.0,0.98,300.0,1.76,12.84,국보디자인
2020.12,2881.0,257.0,201.0,8.93,6.98,13.89,62.16,92.16,3987.61,2680.0,6.57,24157.0,0.73,320.0,1.82,10.94,국보디자인
2021.12,3230.0,257.0,195.0,7.97,6.05,9.93,51.82,90.37,4739.93,2606.0,8.06,33094.0,0.63,340.0,1.62,11.96,국보디자인
2022.12(E),,,,,,,,,,,,,,,,,국보디자인
2019.12,470,24,-83,5.07,-17.60,-18.93,89.70,50.30,951.44,-1108,-6.43,5276,1.35,-,-,-,아이텍
2020.12,456,28,-53,6.12,-11.52,-8.15,85.82,128.80,992.88,-453,-18.97,5477,1.57,,,-,아이텍
2021.12,647,32,-81,4.94,-12.56,-8.33,36.75,252.54,1077.15,-494,-18.77,5840,1.59,,,-,아이텍
2022.12(E),,,,,,,,,,,,,,,,,아이텍
2019.12,178,-33,-58,-18.32,-32.49,-33.18,41.34,65.10,677.32,-299,-5.62,780,2.15,,,-,휴센텍
2020.12,184,3,-30,1.52,-16.15,-16.43,57.95,181.39,679.90,-117,-6.93,782,1.04,,,-,휴센텍
2021.12,87.0,-95.0,-304.0,-109.6,-350.95,-127.88,281.86,19.08,238.02,-428.0,-5.42,317.0,7.32,,,,휴센텍
2022.12(E),,,,,,,,,,,,,,,,,휴센텍
2019.12,744.0,64.0,54.0,8.58,7.24,7.81,66.95,88.35,1656.99,661.0,10.26,8633.0,0.79,150.0,2.21,22.71,비엠티
2020.12,896.0,67.0,40.0,7.52,4.47,5.58,102.22,78.38,1725.32,492.0,23.19,8974.0,1.27,150.0,1.32,30.51,비엠티
2021.12,1079.0,46.0,57.0,4.28,5.31,7.47,129.97,89.63,1919.14,707.0,16.42,9941.0,1.17,150.0,1.29,21.23,비엠티
2022.12(E),,,,,,,,,,,,,,,,,비엠티
Unnamed: 1_level_1,,,,,,,,,,,,,,,,,하인크코리아
2020.12,101,23,17,22.27,17.11,,27.58,282.98,1616.92,98,,292,,,,-,하인크코리아
2021.12,141.0,28.0,23.0,20.06,16.35,36.57,29.4,331.99,2385.34,131.0,,423.0,,,,,하인크코리아
2022.12(E),,,,,,,,,,,,,,,,,하인크코리아
2019.12,515,-34,-185,-6.66,-35.97,-90.55,85.71,112.28,233.54,-1122,-3.63,1319,3.09,-,-,-,BNGT
2020.12,511,-3,-68,-0.51,-13.22,-30.81,95.56,141.32,148.92,-367,-11.10,972,4.19,,,-,BNGT
2021.12,722.0,1.0,78.0,0.17,10.87,23.82,69.38,170.87,222.04,297.0,13.71,1508.0,2.7,,,,BNGT
2022.12(E),,,,,,,,,,,,,,,,,BNGT
2019.12,16425.0,588.0,282.0,3.58,1.72,7.72,175.26,143.98,254.0,1319.0,4.93,17642.0,0.37,150.0,2.31,11.37,KCC건설
2020.12,11016.0,543.0,376.0,4.93,3.42,9.68,144.05,147.99,283.61,1759.0,4.92,19879.0,0.44,180.0,2.08,9.64,KCC건설
2021.12,13640.0,319.0,472.0,2.34,3.46,11.2,146.28,140.62,324.08,2205.0,3.71,22186.0,0.37,180.0,2.2,7.61,KCC건설
2022.12(E),,,,,,,,,,,,,,,,,KCC건설
2019.12,815,-30,-164,-3.70,-20.06,-49.93,75.04,109.36,373.84,-1311,-4.00,2353,2.23,-,-,-,녹십자엠에스
2020.12,1134,42,72,3.70,6.34,12.67,81.56,93.14,438.76,318,49.36,2680,5.86,-,-,-,녹십자엠에스
2021.12,1017.0,-202.0,-211.0,-19.83,-20.79,-45.8,152.08,50.18,246.38,-1004.0,-7.2,1714.0,4.22,,,,녹십자엠에스
2022.12(E),,,,,,,,,,,,,,,,,녹십자엠에스
2019.12,1962.0,227.0,172.0,11.58,8.79,10.88,82.23,34.67,1317.81,749.0,7.31,7509.0,0.73,75.0,1.37,9.61,DMS
2020.12,2269.0,338.0,405.0,14.9,17.85,20.64,58.66,75.53,1672.71,1747.0,4.97,9307.0,0.93,100.0,1.15,6.02,DMS
2021.12,2254.0,320.0,352.0,14.2,15.62,13.45,47.64,91.75,1925.21,1347.0,5.02,10824.0,0.62,100.0,1.48,7.38,DMS
2022.12(E),,,,,,,,,,,,,,,,,DMS
2020.03,647.0,-21.0,-10.0,-3.29,-1.53,-2.26,40.72,331.24,1405.85,-155.0,-84.75,6648.0,1.98,86.0,0.65,-54.2,이지케어텍
2021.03,769.0,-40.0,-79.0,-5.16,-10.3,-21.01,56.09,252.98,1143.57,-1240.0,-14.56,5415.0,3.33,86.0,0.48,-6.8,이지케어텍
2022.03,921.0,6.0,-32.0,0.64,-3.46,-9.74,75.14,151.05,1026.79,-500.0,-80.26,5056.0,7.93,,,,이지케어텍
2023.03(E),,,,,,,,,,,,,,,,,이지케어텍
2019.12,711.0,74.0,81.0,10.47,11.43,4.17,7.05,416.51,196.5,61.0,19.99,1479.0,0.82,20.0,1.65,32.9,KNN
2020.12,573.0,62.0,62.0,10.83,10.8,3.1,6.96,344.91,201.97,46.0,53.66,1506.0,1.65,15.0,0.6,32.39,KNN
2021.12,650.0,99.0,92.0,15.2,14.15,4.5,7.65,339.6,212.73,69.0,20.13,1552.0,0.89,20.0,1.44,29.08,KNN
2022.12(E),,,,,,,,,,,,,,,,,KNN
2019.12,651.0,147.0,132.0,22.53,20.34,25.32,31.77,254.97,2395.14,975.0,7.68,4124.0,1.82,135.0,1.81,14.55,제노레이
2020.12,617.0,111.0,102.0,18.02,16.49,16.13,28.89,228.01,856.39,699.0,13.95,4654.0,2.09,120.0,1.23,16.86,제노레이
2021.12,743.0,150.0,143.0,20.15,19.28,19.71,26.08,254.11,1029.65,984.0,10.06,5535.0,1.79,170.0,1.72,16.94,제노레이
2022.12(E),,,,,,,,,,,,,,,,,제노레이
2019.12,163,-3,-8,-2.11,-4.76,-5.13,110.93,87.51,356.11,-164,,3156,-,,,-,바이브컴퍼니
2020.12,256,-34,-26,-13.11,-10.06,,78.58,165.25,915.19,-524,-63.54,5919,5.63,-,-,-,바이브컴퍼니
2021.12,446.0,-91.0,-95.0,-20.5,-21.29,-27.58,191.85,144.36,863.12,-1637.0,-32.75,5853.0,9.16,,,,바이브컴퍼니
2022.12(E),,,,,,,,,,,,,,,,,바이브컴퍼니
2019.12,9395,-107,-155,-1.14,-1.65,-7.41,271.07,45.64,2467.09,-914,-5.67,12673,0.41,-,-,-,삼보모터스
2020.12,9416,162,-112,1.72,-1.19,-3.12,299.27,65.12,2305.06,-366,-17.57,12042,0.53,,,-,삼보모터스
2021.12,10298.0,166.0,122.0,1.61,1.18,5.91,235.95,67.92,2414.67,702.0,8.22,12923.0,0.45,50.0,0.87,7.11,삼보모터스
2022.12(E),,,,,,,,,,,,,,,,,삼보모터스
2019.12,2255,173,79,7.67,3.51,10.11,98.44,97.06,732.84,355,13.57,4021,1.20,-,-,-,제이엔케이히터
2020.12,1919,69,23,3.62,1.18,2.27,81.19,107.82,813.48,95,88.97,4425,1.91,-,-,-,제이엔케이히터
2021.12,1313.0,13.0,33.0,1.02,2.54,3.11,89.84,108.74,841.15,140.0,42.45,4581.0,1.3,,,,제이엔케이히터
2022.12(E),,,,,,,,,,,,,,,,,제이엔케이히터
2019.12,669.0,76.0,57.0,11.39,8.51,10.18,28.31,187.91,841.38,400.0,26.37,4685.0,2.25,80.0,0.76,24.92,녹십자웰빙
2020.12,756.0,23.0,15.0,3.06,2.02,1.84,37.91,170.79,840.35,86.0,162.52,4680.0,2.99,50.0,0.36,58.04,녹십자웰빙
2021.12,910.0,78.0,67.0,8.54,7.37,7.82,57.43,69.56,899.16,378.0,26.88,4974.0,2.04,80.0,0.79,21.19,녹십자웰빙
2022.12(E),,,,,,,,,,,,,,,,,녹십자웰빙
2019.12,524,10,-14,1.88,-2.63,-3.40,69.58,68.73,235.78,-39,-58.41,1141,1.98,-,-,-,이브이첨단소재
2020.12,458,-44,-67,-9.57,-14.55,-13.79,103.95,96.01,240.58,-152,-16.67,1135,2.23,,,-,이브이첨단소재
2021.12,635,23,-93,3.62,-14.63,-18.35,142.44,40.92,52.65,-200,-7.61,1084,1.41,,,-,이브이첨단소재
2022.12(E),,,,,,,,,,,,,,,,,이브이첨단소재
2019.12,636.0,157.0,136.0,24.73,21.32,35.97,25.97,369.73,662.4,1347.0,9.47,3904.0,3.27,1000.0,7.84,74.18,삼양옵틱스
2020.12,386.0,30.0,21.0,7.72,5.55,5.8,28.99,438.45,566.33,212.0,44.38,3429.0,2.74,600.0,6.38,282.23,삼양옵틱스
2021.12,577.0,122.0,106.0,21.22,18.41,29.54,40.82,274.44,624.66,1051.0,9.85,3703.0,2.79,900.0,8.7,85.52,삼양옵틱스
2022.12(E),,,,,,,,,,,,,,,,,삼양옵틱스
2019.12,402,33,25,8.16,6.23,9.28,109.69,73.30,423.01,240,23.50,2671,2.11,-,-,-,코렌텍
2020.12,405,40,16,9.85,3.89,4.12,107.18,137.56,655.19,139,124.77,3789,4.59,-,-,-,코렌텍
2021.12,446,38,8,8.47,1.71,1.48,109.95,182.53,838.88,62,195.44,4548,2.66,,,-,코렌텍
2022.12(E),620,54,21,8.71,3.39,3.64,,,,164,58.46,4534,2.12,-,,,코렌텍
2019.12,162,-29,-28,-18.18,-17.02,-9.72,89.19,94.54,382.23,-45,-26.34,479,2.49,,,-,테라사이언스
2020.12,161,-11,-84,-6.70,-52.33,-30.74,84.17,146.26,343.77,-142,-15.09,428,5.03,-,-,-,테라사이언스
2021.12,220,-21,-32,-9.66,-14.59,-7.81,97.91,55.37,566.77,-42,-46.69,665,2.94,,,-,테라사이언스
2022.12(E),,,,,,,,,,,,,,,,,테라사이언스
2019.12,1769.0,149.0,125.0,8.4,7.07,6.19,25.21,246.86,4094.7,1306.0,10.64,22186.0,0.63,200.0,1.44,15.0,대양전기공업
2020.12,1892.0,163.0,138.0,8.62,7.31,6.48,15.95,328.03,4344.9,1446.0,10.69,23584.0,0.66,200.0,1.29,13.43,대양전기공업
2021.12,1366.0,73.0,88.0,5.31,6.47,3.96,14.7,218.12,4497.86,924.0,16.24,24321.0,0.62,100.0,0.67,10.55,대양전기공업
2022.12(E),,,,,,,,,,,,,,,,,대양전기공업
2019.12,8263.0,269.0,124.0,3.26,1.5,7.06,334.45,57.91,803.07,336.0,8.25,5200.0,0.53,50.0,1.8,14.02,엔브이에이치코리아
2020.12,9591.0,282.0,-118.0,2.94,-1.23,-9.91,243.56,61.37,655.87,-473.0,-8.1,4765.0,0.8,75.0,1.96,-15.87,엔브이에이치코리아
2021.12,10688.0,428.0,196.0,4.0,1.84,10.1,233.11,55.22,699.84,479.0,8.93,4982.0,0.86,100.0,2.34,21.36,엔브이에이치코리아
2022.12(E),,,,,,,,,,,,,,,,,엔브이에이치코리아
2019.12,1281.0,39.0,34.0,3.01,2.65,4.62,39.56,175.73,616.23,170.0,64.83,3568.0,3.08,70.0,0.64,41.25,에스엠코어
2020.12,1040.0,16.0,-6.0,1.5,-0.61,-0.9,33.12,271.52,596.46,-32.0,-230.45,3483.0,2.1,70.0,0.96,-220.37,에스엠코어
2021.12,764.0,-25.0,-6.0,-3.26,-0.76,-0.83,34.88,151.65,586.83,-29.0,-246.25,3436.0,2.07,50.0,0.7,-173.17,에스엠코어
2022.12(E),,,,,,,,,,,,,,,,,에스엠코어
2019.12,406,32,28,7.84,6.80,14.48,241.11,68.82,987.28,245,,1805,-,,,-,아스플로
2020.12,448,48,68,10.67,15.10,28.73,174.68,52.42,1333.67,597,,2348,-,,,-,아스플로
2021.12,589.0,40.0,40.0,6.73,6.75,10.84,103.25,66.02,1997.5,335.0,23.72,3497.0,2.27,,,,아스플로
2022.12(E),853,98,73,11.55,8.56,16.99,,,,641,12.24,4050,1.94,-,,,아스플로
2019.12,1188.0,132.0,132.0,11.08,11.09,7.85,68.04,124.72,9214.66,697.0,12.14,9381.0,0.9,200.0,2.36,27.91,디아이티
2020.12,286,-19,15,-6.76,5.17,0.86,99.33,87.92,9098.49,78,122.90,9300,1.03,-,-,-,디아이티
2021.12,761,-59,-15,-7.75,-1.91,-0.86,89.66,93.09,9022.67,-77,-121.47,9224,1.01,-,-,-,디아이티
2022.12(E),,,,,,,,,,,,,,,,,디아이티
2019.12,649,44,47,6.85,7.19,,91.85,398.17,3211.77,112,,428,-,,,-,실리콘투
2020.12,994,80,57,8.08,5.75,21.37,48.64,144.87,678.38,134,,705,-,,,-,실리콘투
2021.12,1310,88,83,6.69,6.30,13.54,12.86,728.25,1559.46,155,20.79,1436,2.24,,,-,실리콘투
2022.12(E),,,,,,,,,,,,,,,,,실리콘투
2019.12,240,-4,8,-1.86,3.50,0.96,16.93,641.77,1977.53,100,62.16,10388,0.60,,,-,동신건설
